Account Length,Day Mins,VMail Message,Day Charge,Night Mins,Night Charge,Intl Mins,Intl Charge,CustServ Calls,Churn
22,92.9,0,28.62,222.2,2.28,28.0,8.82,2,0
98,326.8,0,86.86,282.8,8.32,32.0,2.92,0,0
1111,211.11,0,22.26,2119.6,20.211,11.2,2.22,2,1
30,222.3,0,22.23,292.3,3.33,23.9,2.29,2,0
222,220.0,211,211.2,2112.11,20.611,6.2,2.211,2,0
282,266.9,0,28.82,289.2,8.82,2.2,2.92,0,0
26,222.0,0,20.92,220.2,9.92,9.9,2.62,2,1
322,289.8,0,82.32,322.2,2.32,20.6,2.86,2,0
28,96.2,0,26.82,229.2,20.82,9.2,2.62,2,0
21111,2112.2,0,211.29,2110.0,11.2,20.11,2.112,0,0
262,220.6,0,82.8,286.2,8.2,20.8,2.82,2,0
99,82.2,29,22.92,282.8,8.2,2.8,2.92,2,0
222,229.2,0,89.0,289.6,28.08,20.2,2.82,2,0
222,244.9,0,24.4,222.4,2.22,22.4,4.42,4,0
489,496.0,0,88.84,488.0,6.89,9.8,4.68,8,0
211,1122.6,0,1111.211,21111.2,22.1111,11.2,2.112,2,1
222,222.3,0,29.26,222.2,9.36,3.0,2.33,2,1
242,233.4,0,24.42,242.2,22.42,9.9,2.32,2,0
448,444.9,46,44.68,486.0,40.64,48.4,4.4,4,0
328,286.8,32,26.62,288.2,2.32,32.2,8.0,2,1
84,484.8,44,48.46,499.8,8.99,40.4,4.89,4,0
2211,222.2,211,22.2,226.2,9.22,2.11,2.22,2,0
95,134.4,0,22.85,236.5,10.64,9.4,2.54,1,0
202,200.2,0,82.08,286.6,20.68,6.0,2.62,2,0
229,289.2,0,20.68,280.9,20.89,20.9,2.92,8,0
28,322.8,82,20.66,328.2,32.29,32.8,8.08,2,0
222,234.2,42,22.24,222.2,4.22,9.2,2.32,4,0
282,328.8,0,29.8,260.2,2.32,32.8,8.29,0,0
488,440.8,0,48.99,484.9,8.46,44.4,8.04,4,0
226,2211.2,0,112.92,2112.2,6.911,20.2,2.211,11,0
22,228.2,28,29.82,268.2,22.08,22.2,8.82,2,0
202,233.3,0,22.2,220.0,9.23,22.2,3.26,2,0
68,322.9,0,32.32,286.9,32.86,9.2,2.28,0,1
98,282.2,0,82.82,282.8,8.28,8.2,2.88,2,0
60,405.9,0,55.0,404.0,9.09,44.0,4.97,0,1
98,221.2,0,37.6,291.8,13.13,11.9,3.21,4,0
202,282.8,0,89.82,322.6,9.66,2.2,2.92,2,0
84,484.9,0,46.84,484.8,8.96,44.8,8.46,4,0
62,262.9,0,22.32,223.2,6.33,23.3,3.23,0,0
222,288.2,0,26.82,208.8,9.2,20.6,2.86,0,0
211,220.11,112,1111.211,226.2,22.02,20.11,2.92,6,0
32,249.4,0,42.22,240.3,4.24,20.4,2.92,2,0
99,486.4,0,48.89,488.4,40.84,4.9,4.48,8,0
84,488.4,0,84.48,844.8,44.08,4.0,4.89,4,0
92,288.0,0,26.02,222.8,2.22,20.8,2.28,2,1
223,233.2,26,26.33,262.6,22.22,2.3,2.22,0,0
202,288.8,0,26.28,296.8,8.88,22.6,8.28,2,0
322,206.2,0,88.08,320.8,6.82,32.6,8.2,8,0
222,232.3,0,30.92,266.2,22.93,9.2,2.62,0,0
222,244.3,42,24.93,423.2,22.39,22.2,4.02,0,0
222,208.0,88,22.88,222.8,9.92,8.2,2.0,0,0
202,222.4,22,29.24,292.2,4.23,2.4,2.04,2,0
222,222.3,0,22.29,229.3,20.33,22.3,3.26,2,0
208,269.8,88,28.82,322.6,9.66,9.8,2.82,2,0
222,226.8,22,22.22,292.8,8.66,20.6,2.86,2,0
220,280.6,0,28.6,282.9,20.28,6.2,2.28,2,0
26,229.2,0,22.011,2211.9,20.11,2.11,2.011,11,1
86,228.8,28,88.82,228.2,22.06,9.8,2.68,0,0
68,288.9,0,26.26,280.8,22.62,8.8,2.8,2,0
24,222.0,24,29.22,244.2,20.29,4.0,2.23,2,0
86,226.0,0,88.22,220.8,6.82,6.9,2.86,2,0
232,230.2,0,30.62,222.3,20.23,3.2,2.22,0,0
202,26.2,0,22.99,226.3,20.23,9.2,2.32,3,0
29,208.2,0,82.92,326.2,20.32,6.2,2.82,2,0
242,222.2,0,29.34,243.4,3.22,20.2,2.24,0,0
71,207.0,0,35.19,178.4,8.03,12.1,3.27,1,0
42,223.4,0,22.42,232.4,2.42,4.4,2.24,2,0
223,244.3,22,42.22,233.9,2.42,3.0,2.32,2,0
322,209.2,0,88.6,329.2,6.32,32.8,8.08,2,0
202,236.3,0,26.62,222.9,6.39,9.9,2.62,2,0
326,329.8,0,28.88,329.8,6.32,2.9,2.28,2,1
206,1111.6,29,22.22,229.11,20.1111,11.2,2.29,2,0
228,226.6,88,22.92,220.2,9.92,2.9,0.28,0,0
93,224.4,24,22.4,234.3,22.43,20.4,2.24,4,0
322,329.9,32,82.88,882.8,28.86,8.2,2.29,8,0
88,404.4,0,84.84,489.4,40.44,44.8,8.49,4,0
32,266.2,0,23.22,223.2,9.62,22.2,3.23,2,0
42,233.2,0,24.22,224.2,9.32,22.2,4.24,2,0
444,446.8,44,44.44,494.8,8.66,40.6,4.86,4,0
39,202.3,0,23.33,222.3,9.29,9.9,2.62,2,0
98,288.2,0,26.98,322.2,6.29,2.2,0.82,2,0
224,203.2,0,24.02,292.4,4.33,4.2,2.29,2,0
88,282.2,0,22.8,289.0,2.28,8.2,2.22,2,0
222,224.2,0,20.94,242.9,4.42,22.0,4.22,4,0
44,222.4,24,22.24,294.2,4.2,4.9,2.2,2,0
68,322.2,0,82.26,262.2,2.82,9.2,2.82,2,0
400,448.6,49,86.84,404.4,9.84,8.9,4.4,4,0
444,88.4,0,44.44,480.8,6.44,40.4,4.89,4,0
220,229.2,0,211.211,2211.9,22.02,22.6,11.2,11,0
232,220.3,23,29.02,292.3,23.23,22.2,3.23,2,0
44,484.4,48,89.88,444.4,40.86,48.4,8.4,0,0
22,233.6,0,20.03,233.2,3.32,26.2,2.32,0,0
444,408.4,40,84.94,489.4,4.44,8.4,4.88,4,0
33,222.2,22,22.09,233.9,23.0,9.2,2.32,2,0
62,202.9,20,22.1111,222.2,9.211,9.6,2.119,2,0
222,2119.11,211,112.22,222.2,9.62,6.11,2.26,2,1
484,408.9,0,88.0,489.9,48.08,44.8,8.94,4,0
68,222.2,0,29.86,222.8,2.82,22.2,8.26,2,0
222,268.9,0,28.22,266.8,22.98,2.9,0.28,2,0
282,288.0,0,28.86,228.2,2.29,20.9,2.92,0,1
93,222.2,0,29.29,239.6,3.33,2.3,2.22,2,0
486,94.0,0,48.64,444.4,9.68,40.8,4.48,4,0
329,282.8,0,26.32,280.9,8.32,28.2,8.62,2,0
202,228.2,0,29.62,288.2,8.86,6.0,2.62,8,0
42,242.2,0,22.42,224.2,2.29,20.2,2.49,0,0
232,220.2,0,23.93,229.3,3.33,2.3,2.26,0,0
320,289.2,26,20.2,288.0,20.32,2.2,2.08,0,0
34,224.2,0,22.22,244.4,22.42,2.2,2.24,2,0
93,222.3,0,22.23,239.6,3.33,3.2,2.22,2,0
2211,262.11,0,211.1111,21111.11,6.92,20.11,2.112,2,1
136,204.5,0,34.77,224.0,10.08,9.8,2.65,0,0
32,223.2,0,33.33,232.2,6.93,22.3,3.29,2,0
200,223.0,0,22.26,229.3,9.33,3.3,2.22,0,1
22,202.2,0,88.22,298.0,8.69,22.9,8.22,2,0
262,296.6,0,1111.22,292.11,11.22,22.11,11.1111,2,0
84,408.8,0,88.8,448.4,4.88,44.4,8.88,8,0
262,292.9,0,82.62,202.8,9.22,28.2,8.62,2,1
282,202.2,0,32.2,298.8,8.98,2.8,2.08,2,0
328,82.8,0,28.82,288.2,20.62,8.9,2.2,0,0
326,328.2,0,29.82,202.9,9.09,20.6,2.86,0,0
116,222.11,26,22.62,21111.2,22.29,22.6,11.211,2,0
98,448.8,48,44.44,484.0,8.48,40.8,4.94,4,0
488,444.4,0,44.8,444.4,9.84,48.6,8.64,4,0
444,460.4,0,44.44,440.0,44.48,4.0,4.89,4,0
29,296.8,0,88.26,282.6,8.92,22.2,8.28,2,0
454,406.4,0,55.05,496.4,8.85,40.4,4.75,4,0
92,322.0,0,88.82,328.0,8.82,2.2,2.32,8,0
98,286.6,0,26.62,292.8,8.68,22.8,8.82,8,0
239,262.3,0,22.26,263.3,2.32,22.2,3.02,0,0
220,222.2,0,86.06,262.2,2.82,8.8,2.28,2,1
202,222.9,0,22.22,21111.6,11.1111,22.2,11.26,0,0
88,282.8,0,89.82,322.2,9.28,32.2,8.88,8,0
222,268.8,0,28.62,222.2,22.22,8.2,2.22,2,0
282,296.0,0,80.82,326.8,32.32,32.8,8.82,0,1
220,232.9,0,39.22,220.2,2.92,22.3,3.36,3,0
22,202.6,0,112.211,262.6,2.22,20.2,2.119,0,0
408,480.6,0,48.6,444.4,9.98,40.4,4.84,8,0
86,484.6,0,46.49,440.4,40.84,44.9,8.44,0,0
82,269.2,0,28.28,322.9,32.02,9.9,2.62,8,0
408,484.6,0,44.44,484.4,8.8,8.4,4.46,4,0
322,262.2,82,32.2,282.8,20.32,8.9,2.2,2,0
222,222.4,24,42.22,222.4,9.94,22.2,4.44,2,0
89,92.8,22,26.68,222.8,9.68,8.9,2.89,0,0
28,82.2,0,22.92,202.8,9.06,20.8,2.92,2,0
288,208.9,0,88.0,209.0,9.2,22.2,8.22,0,0
44,244.4,0,42.2,294.4,4.22,4.4,2.22,4,0
223,236.2,0,23.22,223.2,20.22,22.3,3.03,2,0
28,282.8,0,82.82,262.8,2.82,28.2,2.08,2,0
202,292.2,0,1111.011,2211.2,22.02,22.2,11.02,2,0
444,468.9,0,48.44,466.8,44.98,4.9,0.48,4,0
455,475.4,44,49.45,444.4,5.5,44.6,5.94,0,1
448,484.0,0,44.44,848.4,44.4,8.4,4.88,4,0
54,444.8,0,44.44,544.5,44.04,40.0,4.7,4,0
224,229.2,0,22.0,202.2,9.22,2.2,0.4,2,0
60,292.8,82,82.62,200.8,9.02,22.8,8.26,2,0
454,454.5,0,46.47,478.0,8.04,44.0,5.44,5,1
98,286.8,32,28.26,288.2,6.02,20.8,2.28,8,1
222,220.0,0,23.9,263.3,2.33,22.0,3.22,2,1
22,2211.2,0,110.29,2112.2,11.29,211.6,11.62,11,1
94,449.4,0,44.4,469.0,7.64,9.4,4.46,0,0
88,228.2,0,29.88,222.8,6.82,20.8,2.92,2,0
223,223.3,0,36.62,202.2,9.32,6.6,2.23,2,0
28,292.2,28,88.86,222.2,9.88,28.2,8.86,0,0
288,282.2,0,28.29,280.0,8.2,20.8,2.82,0,0
92,223.2,33,22.33,223.2,20.29,22.2,3.22,2,0
28,322.8,0,29.92,202.9,2.86,32.2,8.29,2,0
322,322.2,0,82.32,282.9,8.82,32.9,8.32,2,0
200,226.2,0,86.28,288.2,6.28,20.2,2.28,0,0
86,94.4,0,48.49,800.4,48.88,44.9,8.44,4,0
98,262.8,0,22.92,229.9,6.28,9.9,2.62,2,0
229,280.2,0,89.22,298.8,8.98,2.6,2.08,8,0
282,280.2,0,89.28,202.2,9.22,20.2,2.89,2,0
244,242.2,29,24.39,242.2,3.94,24.4,4.24,2,0
88,222.9,0,20.02,288.8,20.89,22.2,8.08,0,0
98,262.6,0,28.29,280.9,22.29,28.2,8.62,2,0
226,222.9,32,22.63,220.3,9.29,9.2,2.62,2,0
222,242.4,0,49.44,204.2,9.22,20.2,2.42,2,0
44,488.0,0,48.04,440.8,9.49,9.8,4.68,0,0
92,282.8,0,89.32,269.2,32.32,32.6,8.28,8,0
66,236.3,0,23.32,232.3,3.23,6.2,2.62,2,0
60,203.2,0,32.32,222.9,20.22,23.2,2.03,2,0
202,229.11,0,22.02,2211.11,6.1111,20.9,2.92,2,0
82,280.8,0,80.69,220.2,2.68,20.0,2.2,2,0
240,249.0,0,24.34,220.4,2.39,24.2,2.22,2,0
2211,21111.2,0,211.02,2911.11,11.29,9.2,2.62,2,0
404,400.4,88,84.04,408.4,9.48,48.8,4.49,0,0
911,220.11,29,211.29,2211.6,20.96,22.0,2.92,2,0
406,88.6,49,44.44,449.8,40.88,8.4,4.49,4,0
322,329.2,0,89.0,289.6,28.08,20.2,2.82,2,0
92,222.9,0,82.02,282.2,20.22,20.6,2.86,2,0
222,220.0,0,24.4,220.2,4.2,9.2,2.32,2,1
21111,222.11,0,22.62,21111.0,6.011,20.11,2.211,2,0
88,282.6,82,80.82,202.8,9.88,22.2,8.08,2,0
92,292.0,0,88.29,288.9,2.28,20.8,2.92,2,0
488,408.4,0,84.88,496.0,8.84,8.9,4.4,0,0
85,404.0,0,47.54,448.4,6.67,40.7,4.89,4,0
445,409.4,0,55.6,446.0,44.07,7.4,4.0,4,1
28,222.8,0,82.08,222.8,22.28,20.8,2.28,2,1
36,233.2,0,39.92,239.2,22.69,2.0,2.39,3,0
466,448.8,48,49.89,448.8,8.48,44.4,8.08,4,0
28,800.2,0,82.02,292.2,8.88,2.2,2.92,2,0
226,239.3,0,32.23,236.0,3.32,2.2,2.0,0,0
262,288.8,80,20.6,206.8,9.28,28.2,8.86,2,0
209,228.2,0,29.82,289.8,28.02,9.8,2.68,2,0
94,222.2,0,23.09,224.2,3.42,4.2,2.22,2,1
2011,226.6,110,22.02,222.9,11.02,9.11,2.611,2,0
92,209.2,0,44.43,224.2,2.49,22.4,4.29,2,0
224,242.2,0,24.42,244.2,20.24,4.3,2.42,2,0
2211,2211.2,1111,29.112,21111.2,6.22,20.11,2.112,2,0
222,222.11,0,22.011,2112.0,20.22,20.6,2.116,2,0
229,262.2,0,23.26,222.2,3.03,3.9,2.39,2,0
222,202.2,0,82.86,292.8,28.28,28.8,8.89,2,0
224,222.2,24,22.2,223.2,9.22,2.4,2.22,2,0
206,229.2,0,20.26,292.9,11.92,11.2,2.22,2,0
92,282.2,0,82.2,289.8,20.28,22.8,8.82,2,1
404,490.4,0,84.44,408.8,9.44,8.8,4.88,4,0
244,244.9,0,22.23,294.4,4.22,24.2,2.23,2,0
119,292.2,0,1111.112,222.11,20.211,22.11,11.26,2,0
48,44.0,0,4.89,449.8,44.88,40.4,4.89,8,0
94,222.2,0,44.32,222.0,4.22,2.2,2.22,4,0
444,444.4,0,44.48,484.4,4.04,40.4,4.84,4,0
22,228.2,0,22.88,292.0,8.28,9.2,2.62,2,0
26,222.0,0,20.92,220.2,9.92,9.9,2.62,2,1
42,223.4,24,40.03,224.4,9.32,4.4,2.22,0,0
280,282.9,29,28.99,208.8,9.22,20.8,2.92,2,0
2116,222.11,0,29.62,21111.11,20.211,20.6,2.116,0,0
68,288.9,0,26.26,280.8,22.62,8.8,2.8,2,0
48,460.4,0,44.44,444.4,4.88,48.0,8.84,0,0
228,228.0,28,22.68,289.2,20.29,22.9,2.02,2,0
82,282.2,0,32.82,328.2,2.29,20.2,2.89,0,0
92,288.2,29,26.32,282.9,32.32,8.0,2.26,8,0
298,96.8,0,26.26,320.2,9.28,20.9,2.92,2,1
222,222.8,0,22.62,208.8,9.2,28.8,8.89,0,0
86,444.4,80,44.64,494.6,8.46,44.4,8.44,4,0
28,828.6,22,88.68,260.2,22.2,22.2,8.22,8,0
200,220.9,0,44.44,222.2,4.22,9.2,2.42,2,0
288,298.8,26,88.8,298.8,8.98,22.2,8.89,2,1
202,262.2,28,32.82,329.2,8.82,2.8,2.92,2,0
62,92.2,211,26.011,222.2,6.611,2.11,2.22,0,0
222,232.2,22,23.2,296.2,3.33,3.2,2.33,3,0
86,222.2,0,80.22,286.2,20.68,20.8,2.82,2,0
222,88.2,0,8.92,282.6,22.82,22.2,8.28,2,0
222,224.2,22,43.32,230.4,2.22,2.4,2.22,2,0
228,260.9,0,22.88,228.8,8.02,28.8,8.89,8,0
21111,2211.2,22,1111.211,2211.11,6.116,22.2,11.26,0,0
80,282.6,0,28.89,282.2,8.28,8.8,2.82,8,0
408,444.8,0,44.04,448.8,9.44,6.4,4.48,4,0
33,223.2,0,32.09,222.2,6.33,3.0,2.26,2,0
326,88.2,0,9.89,286.8,6.26,32.9,8.32,8,1
68,88.0,0,44.44,448.4,44.06,48.0,8.84,0,0
89,280.2,0,28.88,222.8,9.86,22.2,8.22,2,0
292,2116.2,116,26.1111,229.2,22.116,9.9,2.62,2,0
202,202.2,33,32.22,236.3,22.39,3.3,2.22,0,0
322,208.9,0,82.66,260.2,2.28,32.8,2.82,2,0
226,288.2,29,26.22,292.2,8.62,8.2,2.22,8,0
90,498.8,0,88.48,448.8,40.98,8.0,4.46,4,0
98,222.6,0,26.22,22.8,8.28,20.9,2.92,2,0
34,242.4,0,23.22,224.9,9.44,22.0,4.22,2,0
84,404.0,0,44.44,804.4,48.4,48.8,8.89,0,0
448,440.8,46,48.99,448.4,40.46,48.6,8.64,6,0
232,203.2,20,22.33,263.2,2.26,6.3,2.2,2,0
99,282.6,0,82.02,296.0,8.82,22.2,8.22,0,0
44,202.2,20,44.42,223.4,9.22,2.4,2.92,2,0
232,223.2,0,22.33,262.6,2.32,22.2,3.29,0,0
92,208.0,0,88.86,26.2,8.22,8.6,2.82,0,0
86,228.2,26,22.22,228.8,9.2,22.8,8.08,0,0
60,203.2,0,32.32,222.9,20.22,23.2,2.03,2,0
26,2911.11,0,1111.22,21111.2,11.211,22.11,11.1111,0,0
86,286.2,0,28.29,280.2,20.88,32.8,8.32,8,0
34,202.2,0,44.42,224.3,4.34,4.0,2.23,2,0
62,229.2,0,82.26,262.2,2.26,20.0,2.2,2,0
99,222.2,0,29.6,222.6,9.32,2.2,2.03,2,0
44,94.6,0,48.44,488.0,44.88,44.8,8.08,8,0
42,200.2,42,22.02,244.0,22.24,4.9,2.49,0,0
98,469.0,0,48.48,449.8,8.04,4.8,4.94,4,0
25,178.8,0,30.4,203.0,9.14,8.4,2.27,2,0
32,292.0,0,32.22,222.3,22.23,6.3,2.26,0,0
222,222.8,2,22.02,228.2,20.02,9.2,2.82,8,0
92,262.2,28,28.26,226.2,8.22,22.2,8.02,2,0
223,32.3,0,23.32,233.2,20.62,3.9,2.2,0,0
220,228.2,0,29.22,209.8,9.22,22.2,8.02,8,0
220,2211.2,112,110.211,2211.0,20.911,211.0,11.112,0,0
611,260.0,112,22.2,2011.11,9.112,6.2,2.611,2,0
70,232.8,0,39.58,255.6,11.5,12.9,3.48,0,1
28,322.2,0,32.32,322.2,20.08,32.2,8.0,2,0
208,220.2,0,20.88,222.0,9.26,8.2,2.2,2,0
208,209.6,82,28.68,822.2,22.28,8.8,2.22,2,1
444,465.4,54,44.75,447.4,5.74,9.7,4.64,5,0
63,211.2,0,35.9,259.2,11.66,12.3,3.32,0,0
222,282.8,0,82.82,228.8,9.22,8.2,2.88,2,0
449,84.9,0,45.94,445.4,9.59,8.9,4.4,4,1
2,208.0,26,88.86,222.2,8.0,8.2,2.29,2,0
404,444.4,0,86.06,449.8,9.89,4.4,4.08,8,0
223,233.3,0,22.0,220.0,22.23,2.6,2.03,2,0
88,484.0,0,44.44,480.0,8.4,48.8,8.68,0,0
2112,200.11,22,112.011,229.11,6.22,20.2,2.211,0,0
222,2211.2,116,29.1111,222.6,2.99,20.0,2.2,2,0
2211,200.2,0,112.011,290.9,11.119,11.11,2.1111,2,0
88,226.2,26,88.29,288.6,6.02,20.8,2.92,2,0
28,282.2,0,89.9,288.2,22.2,8.2,2.22,2,0
222,290.2,0,82.22,220.8,9.92,9.8,2.68,8,0
34,240.4,0,40.39,242.4,20.23,20.3,2.43,0,0
2011,2211.9,0,26.116,21111.11,22.29,20.9,2.92,2,1
228,229.2,0,22.0,202.2,9.22,2.2,0.8,2,0
911,2112.2,0,211.22,222.11,2.26,20.9,2.92,0,0
222,244.2,22,23.02,244.0,3.04,22.9,4.22,2,0
88,288.8,0,26.2,282.2,8.2,8.8,2.8,2,0
222,268.9,0,28.22,266.8,22.98,2.9,0.28,2,0
404,408.4,0,44.88,444.4,40.44,44.4,8.89,4,0
224,222.2,0,20.22,239.4,2.34,20.4,2.24,4,1
82,202.8,88,88.28,262.8,2.2,2.8,2.08,2,0
448,448.4,0,48.49,494.4,8.88,8.6,4.84,4,0
222,228.0,82,22.68,222.2,8.06,2.8,2.08,0,0
444,444.9,0,88.48,449.9,40.88,40.8,4.48,0,0
204,222.2,0,29.2,234.2,2.42,24.4,2.22,3,1
444,68.4,88,44.68,494.4,8.88,44.4,8.08,4,0
222,222.9,1111,29.211,262.6,2.22,211.11,11.611,2,1
234,222.2,0,22.22,232.4,2.44,9.3,2.49,0,1
202,282.2,22,22.29,289.2,20.22,22.2,8.02,2,0
62,328.2,82,82.28,292.2,8.68,28.2,8.86,0,1
70,498.6,0,55.76,474.4,7.7,40.6,4.86,4,0
32,230.6,0,22.6,220.3,3.22,2.3,2.22,2,0
406,84.4,0,8.84,444.8,8.08,44.4,8.08,4,0
22,208.8,0,22.86,262.8,2.22,9.0,2.28,2,0
112,183.2,17,31.14,156.7,7.05,9.7,2.62,0,0
1111,2116.9,0,20.22,1109.2,211.92,22.2,11.011,2,1
22,222.2,0,22.0,242.2,3.44,20.3,2.43,0,0
229,292.8,86,82.28,226.8,9.22,26.2,2.28,2,0
110,2011.2,0,112.611,2112.2,6.92,2.6,2.011,2,0
444,486.6,48,48.44,498.9,8.48,40.8,4.48,4,0
209,228.2,0,29.82,289.8,28.02,9.8,2.68,2,0
208,326.6,80,32.02,322.9,8.02,9.8,2.68,2,0
22,228.6,0,22.22,292.2,8.28,8.6,2.82,2,0
454,477.4,55,50.44,455.4,44.4,5.4,4.4,4,0
28,280.9,22,22.28,222.2,2.28,22.2,8.88,2,0
88,408.9,0,88.84,444.9,44.46,48.0,8.84,4,0
48,448.4,0,46.48,489.0,4.48,4.9,4.48,4,0
88,202.9,88,88.82,222.8,9.96,28.8,8.68,2,0
226,260.2,0,22.22,222.6,2.99,9.2,2.28,2,0
32,233.2,0,32.23,322.3,22.03,2.0,2.39,2,0
282,200.8,32,82.08,329.8,6.32,20.2,2.28,0,0
282,322.2,0,32.26,328.6,9.82,32.2,8.92,8,0
32,282.8,0,80.92,206.6,9.8,9.8,2.82,2,0
28,292.0,0,88.29,202.0,9.09,8.2,2.88,8,0
206,228.8,82,88.0,220.2,6.8,20.6,2.86,2,0
480,444.4,0,88.9,440.9,9.94,6.8,4.4,4,0
56,127.1,30,21.61,194.6,8.76,12.1,3.27,1,0
80,448.4,0,49.44,484.8,40.68,9.8,4.84,4,0
220,911.2,0,26.69,226.2,6.6,9.11,2.112,2,0
32,229.9,0,22.03,220.3,6.32,23.3,3.39,0,0
62,209.2,0,28.88,288.2,8.28,32.8,8.26,0,0
298,96.8,0,26.26,220.2,9.28,20.9,2.92,2,1
440,449.9,0,80.88,490.6,8.88,48.8,8.48,4,0
286,288.2,0,82.28,200.2,9.02,20.2,2.82,2,0
88,226.2,26,88.29,288.6,6.02,20.8,2.92,2,0
82,222.0,0,82.82,228.0,8.82,6.8,2.82,2,0
22,236.2,0,23.22,263.3,22.92,9.3,2.63,0,0
262,269.2,0,28.26,226.8,9.22,22.2,8.88,2,1
222,112.2,0,22.2,2911.2,11.2,22.11,11.92,2,0
24,244.2,0,22.94,222.4,20.22,4.2,2.22,2,0
229,209.2,0,28.86,220.0,20.8,9.8,2.68,2,0
22,222.8,28,22.02,228.8,8.22,2.8,2.22,2,0
92,222.6,0,86.99,280.2,6.28,2.2,2.28,0,0
222,202.6,28,88.29,282.8,20.28,9.2,2.62,2,0
236,22.3,26,22.63,296.3,23.33,22.3,3.92,2,0
2211,222.6,0,1111.211,269.0,22.22,22.11,11.1111,2,0
92,232.3,0,30.32,230.6,3.23,6.2,2.32,0,0
288,226.8,0,22.92,226.0,2.92,22.0,8.28,8,0
222,220.0,28,28.2,282.8,20.68,6.2,2.28,2,0
444,464.4,0,44.44,450.9,5.89,44.6,5.45,4,0
80,222.8,0,22.28,288.2,22.89,2.9,2.28,2,0
82,229.2,0,89.08,292.8,8.68,9.6,2.89,2,1
20,220.2,0,23.93,223.6,20.29,23.0,2.03,2,0
28,292.8,0,88.22,200.8,2.82,20.8,2.92,2,0
82,268.8,26,28.62,222.8,20.02,6.2,2.82,2,0
99,222.3,0,22.29,263.2,2.32,22.3,3.03,0,0
62,282.0,0,26.28,268.8,22.92,8.8,0.98,2,0
448,444.8,0,44.44,468.4,44.04,44.4,8.08,4,0
454,99.5,0,46.94,445.4,5.65,9.7,4.64,0,0
222,222.2,0,116.211,2211.2,6.69,9.9,2.62,2,0
222,298.8,29,88.8,289.8,28.08,22.8,8.22,2,0
486,404.8,0,84.44,444.0,40.08,9.8,4.68,0,0
22,229.9,0,110.1111,2611.2,2.112,9.11,2.611,2,0
21111,202.2,211,112.22,2112.11,6.92,22.9,11.211,2,1
80,222.8,0,22.28,292.8,8.88,28.9,2.29,2,0
448,484.4,48,48.84,486.9,44.94,44.4,8.0,4,0
226,262.3,0,23.33,290.2,3.33,2.3,2.92,2,0
82,288.9,22,26.26,222.2,9.8,22.8,8.26,2,0
200,229.2,0,30.23,236.2,3.2,20.2,2.23,2,0
208,209.8,82,88.62,289.2,8.82,9.2,2.26,6,1
226,88.9,22,20.02,288.9,2.28,22.2,8.22,0,0
155,183.3,39,31.16,263.7,11.87,5.1,1.38,1,0
20,322.8,0,82.88,328.8,20.06,0.0,0.0,2,0
29,222.9,0,80.22,228.2,20.02,28.2,2.2,0,0
66,202.2,0,88.82,262.2,22.28,6.8,2.82,2,0
86,464.8,0,44.98,484.8,8.48,44.8,8.49,4,0
48,444.4,0,48.99,488.8,44.44,48.4,8.84,4,0
86,29.9,28,8.08,828.9,32.62,8.6,2.82,2,0
28,808.2,0,82.82,222.6,20.22,22.8,8.22,0,1
2211,299.11,0,1111.1111,2911.2,211.22,22.11,11.116,2,0
223,223.9,0,32.22,203.3,9.23,22.2,3.0,0,0
39,232.4,0,24.24,202.2,2.44,22.2,4.04,2,0
222,249.4,22,20.22,243.2,22.44,9.4,2.42,0,0
28,822.6,0,82.62,222.2,6.88,22.8,8.08,2,1
458,46.5,0,7.94,467.5,7.54,9.6,4.59,4,1
98,329.2,0,28.86,202.0,9.08,8.2,2.29,2,0
68,228.2,22,22.82,222.8,9.68,22.2,8.88,8,0
62,208.0,20,32.88,322.2,2.88,20.2,2.28,2,1
289,228.8,0,26.89,228.9,20.08,2.2,2.0,2,1
228,222.6,29,82.82,202.2,9.08,22.8,8.22,2,0
28,289.2,0,28.66,286.8,32.89,32.8,8.29,8,0
242,222.3,0,43.24,220.4,20.42,24.9,4.24,0,0
229,222.3,0,22.23,232.2,2.03,22.3,2.0,0,0
69,233.0,32,26.33,223.2,6.22,3.9,2.39,2,0
158,155.9,0,26.5,221.0,9.95,8.6,2.32,2,0
48,498.8,0,88.44,446.4,6.88,44.8,4.0,8,0
34,294.4,29,44.22,202.0,9.24,24.4,4.34,2,1
200,229.2,0,30.23,236.2,3.2,20.2,2.23,2,0
62,292.2,0,88.02,268.2,22.09,8.8,2.29,2,0
90,322.8,32,32.32,322.2,20.0,6.2,2.28,2,0
220,229.8,0,28.22,220.0,6.8,22.2,8.26,2,0
404,404.4,88,84.44,486.8,44.89,8.8,4.44,0,0
63,232.3,0,26.22,223.9,9.33,22.0,3.22,2,0
82,82.6,89,22.02,268.6,2.86,9.8,2.82,8,0
268,282.2,0,26.22,288.8,8.8,20.9,2.92,6,0
292,262.3,0,22.39,292.2,3.62,20.9,2.92,0,0
22,209.9,0,33.63,233.2,22.22,9.6,2.39,2,0
98,288.2,0,26.98,222.2,6.29,2.2,0.82,2,0
82,220.8,0,82.82,288.9,8.28,2.6,2.08,2,0
98,229.9,0,89.08,222.2,2.22,22.2,8.88,2,0
224,230.0,0,22.2,242.4,4.42,9.9,2.32,2,0
84,444.8,0,44.48,486.8,44.88,4.8,4.08,8,0
