MonthsInService,MonthlyMinutes,BlockedCalls,DroppedCalls,CustomerCareCalls,RetentionCalls,IncomeGroup,CreditRating,CurrentEquipmentDays,HandsetRefurbished,Churn
22,425.0,0.0,4.3,0.0,0,0,3,666.0,0,0
10,1237.0,0.0,0.0,0.0,0,0,1,307.0,0,1
13,197.0,0.7,6.0,1.0,0,3,2,367.0,0,0
21,239.0,0.3,1.0,0.7,0,8,1,638.0,0,0
21,1586.0,0.0,31.0,6.7,0,5,0,631.0,0,0
10,937.0,6.0,17.3,0.0,0,1,1,276.0,0,0
17,365.0,0.3,2.0,0.0,0,4,3,387.0,1,1
23,170.0,2.7,10.3,0.0,0,7,2,709.0,0,1
21,49.0,0.0,1.3,0.0,0,7,2,107.0,0,0
9,759.0,69.7,13.7,1.3,0,6,1,250.0,0,0
33,272.0,0.3,5.0,0.0,0,6,0,666.0,0,1
11,144.0,0.3,7.0,1.0,0,3,1,52.0,1,1
27,455.0,0.0,10.7,0.7,0,3,0,336.0,0,1
8,535.0,0.0,12.3,10.7,0,0,4,45.0,0,0
19,4.0,0.0,0.7,0.0,0,5,1,587.0,0,0
10,1175.0,3.3,6.7,2.3,0,0,4,282.0,0,1
14,7.0,0.0,0.0,0.0,0,5,1,423.0,0,1
15,372.0,1.0,1.0,0.0,0,8,2,442.0,0,0
19,385.0,3.7,8.0,0.7,0,3,3,558.0,0,0
16,260.0,0.0,1.0,0.7,0,4,1,486.0,0,0
13,573.0,13.7,2.7,7.7,0,9,6,86.0,0,0
25,1090.0,0.0,3.0,6.3,0,6,5,174.0,1,0
32,402.0,0.0,0.0,0.0,1,7,0,108.0,0,0
36,409.0,1.0,3.0,0.7,0,7,0,476.0,1,1
12,300.0,4.0,3.3,0.0,0,9,1,362.0,0,0
14,657.0,6.3,45.7,3.7,0,4,2,419.0,0,0
15,1026.0,10.7,10.3,1.0,0,0,1,462.0,0,0
28,124.0,0.0,1.3,0.0,0,5,1,831.0,0,0
33,110.0,0.3,1.0,0.0,0,0,6,348.0,0,0
25,272.0,0.3,2.3,0.0,1,7,1,20.0,1,0
16,2394.0,6.3,49.0,1.3,0,0,6,269.0,1,0
30,622.0,5.0,7.3,0.7,0,8,4,900.0,0,1
15,304.0,0.0,0.0,0.0,0,6,2,435.0,0,0
9,664.0,24.7,13.0,32.7,0,7,4,216.0,1,0
6,36.0,4.3,0.3,0.7,0,8,1,193.0,0,0
17,412.0,3.7,4.3,0.0,0,6,1,107.0,0,0
20,167.0,0.0,0.3,0.0,0,2,2,594.0,0,1
10,1256.0,12.0,6.7,6.3,0,6,4,275.0,0,0
31,484.0,0.0,2.0,0.7,0,4,2,85.0,0,0
16,554.0,4.7,14.0,0.0,0,0,4,89.0,0,0
21,255.0,6.7,20.3,5.3,0,6,4,451.0,1,1
28,620.0,0.0,9.7,0.0,0,7,1,839.0,0,0
17,357.0,0.0,3.3,0.0,0,9,1,488.0,0,1
9,1361.0,1.3,15.0,3.0,0,8,2,262.0,0,0
27,166.0,2.0,2.7,0.0,0,9,0,185.0,0,0
8,334.0,6.3,2.3,8.3,0,0,6,78.0,0,0
12,790.0,6.0,3.7,1.0,0,0,2,101.0,0,1
16,1197.0,1.7,36.3,1.3,0,0,4,479.0,0,0
25,230.0,0.0,3.0,0.0,0,0,1,443.0,0,1
15,302.0,1.0,4.7,0.0,0,6,1,446.0,0,1
14,270.0,0.3,5.7,0.0,1,3,2,413.0,0,0
14,615.0,9.3,0.3,0.0,0,3,0,417.0,0,0
12,937.0,46.0,5.7,3.7,0,0,2,353.0,0,1
7,316.0,5.3,0.0,0.0,0,5,1,212.0,0,0
8,27.0,0.0,0.0,0.0,0,0,1,234.0,0,1
32,376.0,0.0,1.3,0.0,0,6,0,954.0,0,1
13,882.0,26.7,11.3,1.7,0,3,3,389.0,0,1
28,106.0,0.7,0.3,0.0,0,6,2,840.0,0,1
20,303.0,2.0,2.3,0.0,0,8,1,617.0,0,1
12,0.0,0.0,0.0,0.0,0,9,2,352.0,0,1
13,481.0,11.0,0.7,2.7,0,6,3,385.0,0,1
28,89.0,0.3,1.3,0.0,0,5,0,850.0,0,0
14,615.0,6.0,5.3,19.3,0,2,1,433.0,0,0
11,642.0,1.0,28.3,0.0,0,5,1,54.0,1,0
18,2517.0,113.3,12.3,0.0,0,6,4,225.0,0,0
11,127.0,1.0,2.7,0.0,0,7,2,326.0,0,1
25,698.0,0.3,9.0,0.0,0,6,0,760.0,0,0
33,88.0,0.0,2.3,0.7,0,4,0,484.0,0,1
24,272.0,39.0,3.3,11.0,0,5,3,230.0,0,1
31,882.0,12.0,11.3,0.0,0,8,2,32.0,1,0
26,160.0,1.3,0.0,0.0,0,6,3,779.0,0,1
6,301.0,0.3,1.7,0.3,0,7,1,184.0,0,0
11,1332.0,29.3,3.3,0.0,0,6,1,342.0,0,1
18,450.0,19.0,5.7,0.7,0,8,2,301.0,0,1
25,396.0,3.3,2.7,0.0,0,1,1,236.0,0,0
29,1070.0,0.7,4.3,0.0,0,6,0,123.0,1,0
6,410.0,0.7,0.3,0.0,0,0,0,183.0,0,0
16,1144.0,4.3,10.7,6.7,0,4,4,200.0,0,0
26,912.0,2.3,24.0,1.7,0,7,3,260.0,0,0
11,1130.0,10.7,4.3,24.7,0,0,4,213.0,0,1
15,2218.0,1.0,33.3,0.0,0,9,1,121.0,0,0
23,52.0,0.0,0.0,0.0,0,0,1,169.0,0,1
12,103.0,0.7,0.3,0.0,0,7,1,355.0,0,0
12,908.0,28.0,4.3,0.0,0,1,6,370.0,0,0
11,230.0,2.7,1.7,0.0,0,6,1,322.0,0,0
11,451.0,0.0,1.3,2.3,0,0,1,332.0,0,1
21,96.0,0.3,2.3,0.0,0,4,1,630.0,0,0
43,172.0,0.3,2.7,1.7,0,9,3,158.0,0,0
8,64.0,0.0,0.0,0.0,0,4,4,241.0,0,0
19,308.0,2.0,5.3,0.0,0,6,1,16.0,0,1
29,1364.0,10.0,14.3,0.7,0,6,2,7.0,0,0
38,945.0,2.3,0.7,0.0,0,6,0,517.0,0,0
42,97.0,1.7,0.3,0.0,0,3,0,1248.0,0,0
32,60.0,0.0,2.3,0.3,0,3,0,396.0,0,0
22,254.0,1.7,10.0,0.7,0,3,3,255.0,0,1
23,1053.0,0.7,12.3,12.3,0,1,4,106.0,1,0
15,32.0,0.0,0.0,0.0,0,4,1,443.0,1,0
10,643.0,4.0,8.0,0.3,1,0,1,284.0,0,0
8,369.0,0.3,1.7,13.7,0,5,4,213.0,0,0
10,492.0,0.7,6.0,0.3,0,6,4,290.0,0,1
43,9.0,0.0,0.3,0.3,0,3,3,893.0,1,0
17,129.0,0.0,1.3,0.0,0,5,1,500.0,0,1
24,378.0,26.0,0.7,1.3,0,1,1,703.0,0,0
20,1621.0,15.3,12.7,0.0,0,0,3,599.0,0,0
16,1044.0,13.7,4.0,2.0,0,3,6,138.0,0,0
7,1091.0,15.0,5.7,3.0,0,0,2,44.0,0,0
18,96.0,6.0,16.3,0.0,0,0,1,557.0,0,1
23,385.0,0.0,1.3,0.0,0,8,0,697.0,0,1
16,542.0,0.7,5.0,3.0,0,7,1,499.0,0,0
23,1392.0,1.0,34.3,0.3,0,4,2,158.0,0,0
11,47.0,1.0,0.7,0.0,0,1,1,345.0,0,1
11,259.0,0.0,0.0,0.0,0,1,1,321.0,0,1
9,1.0,0.0,0.0,0.0,0,6,1,262.0,0,0
8,1126.0,6.0,32.7,12.7,0,0,6,54.0,0,0
54,44.0,0.7,3.0,0.0,0,7,0,262.0,0,0
31,1000.0,4.0,44.7,0.0,0,0,2,519.0,1,1
10,2157.0,25.3,9.7,27.0,0,0,6,28.0,0,1
18,545.0,7.7,1.0,0.7,0,4,1,86.0,0,0
9,222.0,0.7,1.7,0.0,0,9,1,265.0,0,0
17,2370.0,0.7,28.7,6.7,0,8,2,41.0,0,0
25,1750.0,0.7,24.0,3.0,0,7,3,131.0,1,1
30,294.0,2.7,3.3,0.7,0,7,0,566.0,0,1
34,187.0,0.3,0.3,0.3,0,0,0,1029.0,0,0
25,1172.0,20.7,9.7,15.3,0,4,1,150.0,0,0
14,280.0,0.0,0.0,0.0,0,6,1,403.0,0,0
9,1186.0,16.3,4.7,15.0,0,0,6,244.0,0,0
22,16.0,3.7,0.0,0.3,0,3,1,384.0,0,0
11,0.0,0.0,0.0,0.0,0,5,1,318.0,0,0
17,34.0,0.0,0.3,0.0,0,5,2,521.0,0,1
25,374.0,0.3,3.7,1.0,0,0,2,747.0,0,0
7,1172.0,1.7,21.3,6.0,0,9,1,199.0,0,0
8,1574.0,3.3,13.0,2.3,0,1,1,246.0,0,0
12,1306.0,1.3,9.3,10.0,0,9,0,6.0,0,0
17,703.0,0.7,3.7,2.0,0,4,1,505.0,0,0
23,160.0,1.0,5.0,0.0,0,4,1,294.0,1,0
23,1448.0,9.0,9.0,0.0,0,0,1,58.0,1,0
23,402.0,0.3,5.0,1.3,0,3,3,108.0,0,0
8,1850.0,2.0,12.3,1.7,0,1,2,248.0,0,0
21,396.0,0.0,7.3,0.0,0,6,1,636.0,0,0
8,811.0,0.7,12.0,1.3,1,0,6,223.0,0,0
11,669.0,1.0,7.7,7.7,0,0,1,342.0,1,1
25,46.0,0.0,2.7,0.0,0,6,1,741.0,0,1
17,480.0,0.0,7.0,6.3,0,9,1,513.0,0,1
8,395.0,8.3,2.7,2.3,0,6,1,140.0,0,0
25,250.0,0.3,3.3,0.0,0,7,2,755.0,0,1
37,472.0,1.0,4.7,0.3,0,6,0,650.0,0,0
11,130.0,0.3,8.3,6.0,0,7,1,255.0,0,1
27,41.0,0.3,0.7,0.3,0,6,3,817.0,0,0
15,886.0,0.3,8.0,2.3,0,7,1,303.0,1,1
8,253.0,0.0,0.0,0.0,0,7,1,234.0,0,0
15,128.0,0.0,0.0,0.0,0,5,2,442.0,0,0
30,181.0,0.0,0.7,0.7,0,8,0,5.0,0,0
9,64.0,0.0,1.3,0.0,0,7,1,265.0,0,0
21,420.0,7.0,2.0,0.0,0,6,1,609.0,0,1
26,1133.0,4.7,40.0,9.0,0,6,0,767.0,1,0
12,549.0,0.7,4.3,1.0,0,0,4,363.0,0,0
28,452.0,1.3,5.7,0.3,1,8,2,221.0,0,0
6,285.0,6.0,3.0,1.0,0,6,4,181.0,0,0
8,1738.0,2.0,9.7,27.0,0,7,1,230.0,0,1
18,979.0,5.0,9.3,3.3,0,0,1,331.0,0,0
24,48.0,0.3,1.0,0.0,0,4,0,704.0,0,1
9,405.0,2.0,8.0,8.0,0,0,4,168.0,0,0
9,1114.0,0.0,0.0,0.0,0,4,1,245.0,1,0
16,636.0,1.0,4.0,2.0,1,6,1,10.0,1,0
11,1110.0,5.7,9.7,0.0,0,8,1,52.0,1,1
11,350.0,0.0,0.0,0.0,0,8,1,325.0,0,0
24,781.0,7.0,17.3,7.7,0,0,6,727.0,0,0
9,600.0,8.0,4.0,2.7,0,3,1,231.0,0,1
9,1309.0,5.7,3.3,8.7,0,3,1,81.0,0,1
42,155.0,2.0,0.7,0.0,0,9,0,553.0,1,0
35,452.0,6.0,4.0,0.0,0,6,0,473.0,1,0
11,1472.0,17.3,29.0,11.0,0,6,4,216.0,1,0
11,100.0,0.3,3.3,0.3,0,0,6,346.0,0,1
19,676.0,0.3,6.0,3.0,0,1,1,563.0,0,1
12,6.0,0.7,0.0,0.0,0,0,2,336.0,0,1
6,240.0,4.3,4.0,0.0,0,4,1,190.0,0,0
24,811.0,2.7,21.7,4.3,0,7,2,246.0,0,0
38,122.0,0.0,0.0,0.0,0,6,0,303.0,0,0
7,352.0,0.3,0.3,2.0,0,4,1,221.0,0,0
9,624.0,2.7,2.3,15.7,0,0,3,275.0,0,1
22,259.0,1.0,13.7,0.0,0,3,2,280.0,0,1
10,32.0,0.3,0.0,0.0,0,9,1,17.0,1,0
20,135.0,0.0,3.0,0.0,0,2,1,578.0,0,1
30,274.0,3.3,1.0,0.7,0,6,3,216.0,0,0
7,802.0,3.0,16.3,0.0,0,5,6,218.0,0,0
41,245.0,1.7,4.0,0.0,0,8,0,395.0,1,1
27,10.0,0.0,0.0,0.0,0,5,0,813.0,1,0
46,1074.0,1.0,22.0,0.0,0,4,0,152.0,0,1
26,2.0,0.0,0.0,0.0,0,9,1,771.0,0,0
7,883.0,0.3,2.7,0.0,0,0,3,188.0,0,0
23,1402.0,3.0,24.3,3.7,0,7,1,316.0,0,0
10,588.0,1.3,6.0,7.7,0,6,1,285.0,0,0
11,120.0,0.0,0.0,0.0,0,0,1,330.0,0,0
10,568.0,3.0,3.7,0.0,0,6,1,302.0,0,0
18,404.0,0.3,5.7,0.0,0,8,2,556.0,0,1
10,149.0,0.0,0.0,0.0,0,6,0,313.0,0,0
12,587.0,8.7,8.3,2.3,0,0,1,359.0,0,0
11,121.0,1.0,0.7,1.0,0,4,4,326.0,1,0
30,62.0,3.3,1.3,0.0,0,5,0,888.0,0,0
19,166.0,0.0,5.3,2.3,0,0,2,395.0,0,0
7,979.0,2.0,8.0,0.3,0,5,4,185.0,1,0
15,322.0,4.3,8.3,1.7,0,6,1,340.0,0,0
29,97.0,0.7,0.7,0.0,0,8,5,874.0,0,1
20,44.0,2.7,0.3,0.0,0,6,1,587.0,0,1
15,1179.0,0.3,21.3,3.0,0,6,3,44.0,0,0
26,390.0,2.3,5.0,0.0,0,9,0,57.0,0,0
14,778.0,0.3,0.3,2.0,0,5,1,429.0,0,1
26,264.0,0.3,1.7,0.0,0,6,6,781.0,0,0
13,1745.0,27.3,13.7,0.0,0,0,2,93.0,0,1
20,435.0,1.0,3.7,0.3,0,4,4,591.0,0,0
19,243.0,0.7,7.7,0.0,0,9,1,568.0,0,0
26,556.0,6.0,4.0,0.3,1,0,0,381.0,0,1
14,202.0,0.0,0.0,0.0,0,6,5,419.0,0,0
19,281.0,1.7,0.3,2.3,0,7,1,572.0,0,0
16,166.0,16.7,0.3,0.0,0,6,1,437.0,1,0
11,384.0,2.7,2.3,0.0,0,8,1,305.0,0,0
21,420.0,0.7,4.7,0.0,0,4,3,295.0,1,0
17,380.0,8.0,2.0,1.0,0,4,0,38.0,1,0
25,149.0,1.7,1.3,0.0,0,6,3,246.0,0,0
33,2194.0,0.0,0.0,0.0,1,0,4,129.0,1,0
20,498.0,2.3,2.0,0.0,0,7,1,590.0,1,1
21,149.0,0.0,2.0,0.0,0,9,0,53.0,0,0
17,83.0,4.7,1.0,0.0,0,9,1,119.0,1,0
14,1152.0,0.0,0.0,0.0,0,0,1,397.0,0,0
38,1683.0,3.7,54.0,7.7,0,9,0,261.0,0,0
35,249.0,2.3,2.0,4.0,0,2,0,335.0,0,0
12,233.0,1.0,10.3,0.3,0,0,2,116.0,1,0
9,406.0,0.0,0.0,0.0,0,0,3,275.0,0,0
29,587.0,0.3,4.7,0.0,0,9,0,871.0,0,0
34,1885.0,1.7,17.3,0.0,0,9,0,257.0,1,0
36,190.0,2.7,2.0,0.0,0,5,2,838.0,1,0
19,322.0,0.7,7.7,0.0,0,7,2,44.0,0,1
11,530.0,0.3,6.0,0.0,0,6,4,331.0,0,1
33,31.0,0.3,0.0,0.0,0,5,0,316.0,1,1
27,1382.0,0.0,6.0,0.0,0,0,0,246.0,1,0
8,1411.0,2.3,3.0,1.7,0,6,2,241.0,0,1
8,254.0,1.7,1.3,0.0,0,5,1,224.0,0,0
32,656.0,0.0,0.0,0.0,0,7,0,271.0,0,0
17,106.0,2.7,0.3,0.0,0,7,1,527.0,1,1
25,129.0,0.3,1.7,0.0,0,6,2,758.0,0,0
15,632.0,0.0,8.3,0.0,0,5,4,250.0,0,1
20,238.0,13.3,1.7,0.3,0,9,0,71.0,0,0
13,804.0,0.0,0.0,2.3,0,0,1,391.0,0,0
22,1076.0,0.7,12.3,8.7,0,1,4,140.0,0,0
20,621.0,10.7,9.3,2.0,0,5,1,90.0,0,0
8,1331.0,0.3,32.3,0.0,0,9,0,214.0,0,0
37,226.0,0.0,5.3,0.0,0,9,0,1109.0,0,1
21,452.0,3.3,1.7,1.3,0,7,1,627.0,0,1
50,246.0,0.0,4.0,0.0,0,0,0,632.0,0,1
25,248.0,0.0,0.0,0.0,0,9,1,737.0,0,0
12,90.0,0.7,0.7,0.0,2,6,1,68.0,0,1
25,256.0,1.0,0.0,0.0,0,9,1,392.0,0,0
20,101.0,0.7,4.0,0.0,0,1,6,238.0,0,0
9,920.0,0.7,12.3,12.7,0,9,1,248.0,0,0
29,66.0,0.0,1.3,1.3,0,7,1,860.0,0,0
12,379.0,0.7,6.0,0.0,0,7,1,375.0,0,0
23,266.0,4.0,2.7,0.0,0,7,2,713.0,0,0
27,777.0,15.0,1.0,1.0,0,7,2,684.0,1,0
14,41.0,0.0,2.3,0.0,0,9,1,418.0,0,1
21,908.0,8.3,5.3,0.0,0,9,1,650.0,0,1
13,253.0,0.0,2.3,1.0,0,0,6,309.0,1,1
20,38.0,1.7,1.7,0.0,0,4,1,609.0,0,0
7,530.0,1.3,6.0,7.7,0,0,1,55.0,0,0
12,241.0,3.3,4.3,0.0,0,6,1,359.0,0,0
28,193.0,0.0,1.3,0.0,0,8,2,822.0,0,0
16,1008.0,2.0,19.0,0.0,1,7,2,260.0,1,1
15,666.0,0.3,1.7,0.7,0,0,1,57.0,0,0
16,140.0,2.3,0.7,0.3,0,6,1,465.0,0,0
23,477.0,0.7,6.0,1.7,0,1,4,689.0,0,0
15,1070.0,0.0,13.7,5.0,0,1,1,271.0,1,1
55,1710.0,19.7,7.3,2.0,0,5,2,132.0,0,1
12,277.0,0.3,22.3,0.3,0,7,6,362.0,0,1
13,881.0,2.7,14.7,4.0,0,0,4,408.0,0,0
6,366.0,1.3,13.0,6.0,0,6,1,184.0,0,0
12,1094.0,3.3,24.3,8.0,0,3,4,378.0,1,0
7,211.0,0.0,2.0,1.0,0,0,3,203.0,0,0
13,254.0,2.0,9.3,1.3,0,0,2,44.0,1,0
28,294.0,4.7,0.7,1.7,0,4,3,839.0,0,0
25,68.0,0.0,6.3,0.0,1,6,2,735.0,0,0
35,301.0,3.0,1.3,0.0,0,8,0,322.0,0,0
12,773.0,0.0,0.0,0.0,0,1,3,352.0,0,1
27,1175.0,0.3,8.7,1.3,0,3,0,372.0,0,0
32,2067.0,4.0,15.7,19.3,0,5,6,83.0,0,0
11,39.0,0.0,0.0,0.0,0,8,1,319.0,0,0
21,414.0,0.7,2.3,0.0,0,0,3,132.0,0,1
24,108.0,2.0,3.0,0.0,1,6,2,380.0,0,1
30,156.0,2.7,0.7,0.0,0,0,0,477.0,0,0
15,45.0,0.0,1.0,0.0,0,4,1,442.0,1,0
57,9.0,0.0,0.0,0.0,0,5,0,508.0,0,1
25,102.0,1.3,0.3,0.0,0,4,2,733.0,0,0
23,181.0,4.0,0.7,0.0,0,0,4,687.0,0,1
9,2080.0,12.3,15.3,21.7,0,3,4,68.0,1,0
15,360.0,0.3,1.0,4.3,0,3,1,466.0,1,0
31,710.0,8.7,1.7,14.0,1,7,3,94.0,0,0
37,50.0,0.3,2.7,0.0,0,7,0,1114.0,0,1
14,778.0,2.0,9.0,2.3,0,0,4,419.0,0,0
17,440.0,2.0,11.0,0.0,0,1,3,524.0,0,0
12,0.0,0.0,0.0,0.0,0,0,1,344.0,0,1
29,228.0,0.3,1.7,0.0,0,8,0,144.0,0,0
19,1070.0,8.3,40.3,13.0,0,0,2,214.0,1,0
41,228.0,0.0,3.3,0.0,0,6,4,1217.0,0,1
7,188.0,0.3,1.3,0.0,0,6,4,199.0,0,0
8,1833.0,18.0,13.0,33.3,0,9,1,210.0,0,1
23,222.0,0.7,4.0,0.0,0,3,2,219.0,0,0
16,442.0,4.7,4.7,0.0,0,0,3,255.0,0,1
23,548.0,1.3,3.0,0.0,0,7,1,511.0,1,0
25,87.0,11.3,1.3,4.0,0,5,0,766.0,0,1
15,21.0,0.0,0.0,0.0,0,6,1,430.0,0,0
20,558.0,0.3,3.7,0.0,0,6,2,194.0,1,1
12,1639.0,89.0,5.3,20.3,0,5,3,199.0,0,0
19,663.0,2.3,5.7,1.3,0,6,1,147.0,0,0
20,196.0,4.0,5.0,0.0,0,9,1,615.0,1,0
11,1907.0,1.3,22.0,18.0,1,0,2,148.0,0,1
27,224.0,1.0,2.3,0.7,0,1,0,821.0,1,1
24,210.0,0.3,1.3,0.3,0,6,1,1.0,0,1
15,201.0,2.3,2.0,2.3,0,0,4,466.0,0,0
32,151.0,0.0,1.7,0.0,0,9,0,968.0,0,0
37,12.0,1.3,0.0,0.0,1,0,0,466.0,0,0
23,44.0,0.0,1.3,0.0,0,9,1,695.0,0,0
22,82.0,1.3,0.0,0.0,0,2,1,663.0,0,0
14,7.0,0.0,0.0,0.0,0,6,1,410.0,0,0
30,36.0,0.7,1.7,0.0,0,8,0,910.0,0,0
29,16.0,0.0,0.0,0.0,0,5,2,368.0,0,0
12,988.0,6.0,14.0,1.3,0,3,1,364.0,0,1
14,4.0,0.0,0.0,0.0,0,9,0,433.0,0,0
18,156.0,1.3,0.3,0.0,0,6,1,541.0,0,1
43,1534.0,1.0,12.7,5.3,0,0,4,6.0,0,0
8,562.0,1.7,0.7,0.0,0,6,1,181.0,1,0
6,163.0,1.0,0.3,0.0,0,0,2,106.0,0,0
14,588.0,0.7,2.7,0.7,0,6,1,398.0,1,1
9,122.0,0.0,0.0,0.0,0,6,1,258.0,0,1
11,955.0,7.0,2.7,5.0,0,0,4,309.0,0,1
11,0.0,0.0,0.0,0.0,0,4,1,340.0,0,1
36,334.0,2.7,4.3,0.0,1,6,0,1091.0,0,0
12,200.0,2.0,4.7,5.3,0,0,2,222.0,0,0
12,73.0,0.0,0.3,0.0,0,5,1,363.0,0,1
16,82.0,2.7,0.0,0.0,0,6,1,224.0,0,0
34,140.0,7.7,0.3,0.0,0,6,0,444.0,0,1
21,154.0,10.0,10.0,0.7,0,5,3,284.0,1,0
16,301.0,0.0,7.7,0.0,0,6,6,477.0,0,0
11,569.0,0.0,0.0,0.0,0,6,1,331.0,0,1
17,311.0,0.0,3.7,1.7,0,0,2,515.0,0,1
19,307.0,2.0,1.3,2.0,0,0,4,554.0,0,0
37,1088.0,1.0,8.0,0.0,0,0,6,677.0,0,0
8,1709.0,1.0,22.0,1.0,0,0,1,250.0,0,1
32,230.0,2.3,1.0,1.3,0,9,0,267.0,0,0
32,762.0,0.0,2.7,0.3,0,2,0,686.0,0,0
8,313.0,0.3,8.3,0.0,0,0,1,256.0,0,0
11,270.0,1.7,0.0,0.0,0,7,1,324.0,0,0
7,309.0,2.7,2.7,0.3,0,5,4,225.0,0,0
24,1908.0,21.0,42.0,10.0,1,9,2,223.0,0,1
24,8.0,2.7,1.7,0.0,0,6,1,723.0,0,1
13,872.0,0.3,8.0,10.0,0,5,1,147.0,1,0
15,23.0,0.0,0.0,0.0,0,6,2,436.0,0,0
24,1062.0,2.7,33.3,6.7,0,0,4,702.0,1,0
33,8.0,0.0,0.0,0.0,0,7,2,989.0,0,1
14,59.0,2.3,0.0,0.0,0,5,2,358.0,0,0
18,393.0,4.7,23.0,0.0,1,4,2,94.0,0,0
13,186.0,0.0,0.0,0.0,0,6,4,101.0,1,0
48,834.0,0.7,6.0,0.3,0,7,0,144.0,0,0
22,278.0,0.3,1.0,0.0,0,4,1,277.0,0,1
20,1343.0,2.0,17.0,0.7,1,0,3,583.0,0,0
26,50.0,0.7,1.3,0.0,0,4,1,381.0,0,0
9,146.0,0.3,1.0,0.3,0,0,3,256.0,0,0
19,254.0,0.7,2.7,0.0,0,0,2,569.0,0,0
25,852.0,1.0,28.0,0.0,0,9,0,258.0,0,0
14,269.0,0.0,0.0,0.0,0,6,3,405.0,0,0
11,1315.0,1.0,13.7,7.0,0,6,1,327.0,0,1
8,695.0,1.0,8.0,5.3,0,2,3,249.0,0,0
6,666.0,2.7,13.7,2.3,0,3,2,194.0,0,1
19,175.0,0.0,0.0,0.0,0,0,1,557.0,0,0
26,9.0,0.3,0.0,0.0,0,8,0,776.0,0,0
10,226.0,11.0,2.3,0.0,0,4,2,295.0,0,0
25,44.0,0.3,0.3,0.0,0,8,0,731.0,0,0
18,1040.0,0.0,6.7,2.0,0,5,3,481.0,1,1
19,272.0,3.0,2.3,1.3,0,4,6,579.0,1,0
16,91.0,2.0,4.0,0.0,0,0,1,462.0,0,0
13,460.0,1.7,8.7,5.3,0,0,4,372.0,0,1
21,104.0,0.7,1.3,0.3,0,1,1,10.0,1,1
16,80.0,0.3,1.3,0.0,0,6,1,476.0,0,0
10,677.0,0.0,3.3,0.0,0,6,1,299.0,0,0
13,452.0,0.3,8.3,0.0,0,6,1,407.0,0,1
11,1190.0,20.7,3.7,0.0,0,5,1,8.0,1,1
8,448.0,0.0,4.3,17.7,0,3,1,236.0,1,0
7,910.0,1.3,4.7,0.0,0,5,4,206.0,0,0
26,64.0,0.0,0.7,0.0,0,9,0,784.0,0,0
11,159.0,3.3,4.3,0.0,0,0,1,293.0,1,1
17,308.0,5.0,6.0,0.0,0,4,3,438.0,1,0
7,454.0,6.3,2.3,0.7,0,7,3,195.0,0,0
16,732.0,7.3,17.7,8.0,0,0,4,471.0,0,1
11,404.0,0.0,0.0,0.0,0,6,1,329.0,0,0
24,306.0,0.3,0.3,0.0,0,5,4,717.0,1,0
37,28.0,0.7,0.0,0.0,0,9,0,1121.0,0,0
9,349.0,1.3,4.7,0.7,0,8,1,262.0,0,0
7,356.0,4.3,8.0,3.3,0,3,3,201.0,0,1
17,452.0,6.0,4.7,0.0,0,9,1,505.0,0,0
19,77.0,0.3,1.3,0.0,0,3,4,560.0,0,0
26,2516.0,9.3,11.0,0.3,0,0,4,177.0,0,0
19,158.0,2.0,0.3,0.0,0,6,1,577.0,0,1
19,1068.0,0.3,13.7,1.3,0,6,2,328.0,1,1
27,983.0,1.3,9.0,0.3,1,5,0,94.0,1,0
10,665.0,2.0,6.3,0.0,0,4,2,290.0,0,1
6,418.0,3.0,25.0,3.7,0,6,2,183.0,1,0
18,2754.0,8.0,6.3,31.3,0,3,4,146.0,0,0
27,74.0,0.3,0.3,0.0,0,6,2,808.0,0,0
17,313.0,0.0,5.3,0.0,0,1,3,308.0,0,0
12,517.0,1.3,5.0,0.0,0,3,1,353.0,0,1
14,904.0,2.7,11.3,0.3,0,5,4,43.0,0,0
15,408.0,2.0,7.0,0.0,0,7,0,458.0,0,1
25,417.0,8.3,5.7,0.7,1,6,2,755.0,0,0
7,1266.0,1.7,19.0,3.7,0,0,2,208.0,0,0
11,542.0,0.0,0.0,0.0,0,6,2,323.0,0,1
14,158.0,3.3,1.0,20.0,0,0,6,424.0,0,1
8,216.0,1.0,1.3,0.7,0,6,2,138.0,0,1
8,392.0,0.0,0.0,0.0,0,6,1,253.0,0,0
12,449.0,1.0,8.0,1.7,0,0,4,371.0,0,0
20,518.0,4.7,2.7,0.0,0,7,1,551.0,0,0
38,48.0,0.0,0.3,0.0,0,0,2,1169.0,0,1
7,2534.0,27.0,25.0,4.0,0,4,4,200.0,0,0
12,76.0,1.7,1.0,0.0,0,6,1,150.0,1,1
26,136.0,2.7,1.3,0.0,0,6,1,764.0,0,0
14,22.0,0.3,0.0,0.0,0,3,4,440.0,0,0
20,1999.0,16.0,2.3,8.7,0,3,4,199.0,0,0
13,678.0,4.3,6.7,4.0,0,6,3,396.0,0,0
19,302.0,0.3,2.0,0.0,0,5,1,574.0,0,0
28,2942.0,125.3,31.3,3.7,0,5,3,222.0,1,0
12,201.0,8.7,1.3,0.0,0,0,1,375.0,0,1
11,282.0,0.3,14.0,0.0,0,0,6,162.0,0,0
8,145.0,2.3,0.7,0.3,0,7,4,230.0,0,1
7,44.0,1.7,0.0,0.0,0,0,1,204.0,0,0
23,170.0,0.0,0.0,0.0,0,7,1,689.0,0,0
